Date of birth;Place of birth;Age;Height;Citizenship;Position;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club
Jul 5, 1988;Resnik, Vushtrri;34;186;Kosovo / Albania;Goalkeeper;right;Aug 1, 2021;Jun 30, 2023;;Alberto Jimmy Fontana;FC Empoli;€3.50m;Jun 7, 2012;Samir Ujkani;UJKANI S.;42744;99999999;22;€200k;Aug 29, 2022;;;;;
Jan 18, 1995;Málaga;28;182;Spain;Attack - Right Winger;left;Jul 12, 2022;Jun 30, 2025;adidas;CAA Stellar;Valencia CF;€18.00m;Oct 12, 2018;Samu Castillejo;CASTILLEJO S.;195171;99999999;11;€8.00m;;;;;;
Sep 29, 1988;Firenze;34;187;Italy;Attack - Centre-Forward;right;Aug 31, 2022;Jun 30, 2023;;Roggi Sportmanagement;AC Perugia Calcio;€1.70m;Jun 18, 2018;Samuel Di Carmine;CARMINE S.;45389;99999999;18;€500k;;;;;;
Mar 28, 2003;Lugo;20;181;Italy;midfield - Central Midfield;left;Aug 4, 2022;Jun 30, 2023;;TMP SOCCER srl;Ascoli Calcio;€500k;Jun 23, 2022;Samuel Giovane;GIOVANE S.;567470;99999999;32;€500k;;;Atalanta BC;Jun 30, 2025;;
Oct 4, 2003;Islington;19;182;England;Attack - Left Winger;left;Dec 19, 2022;Jun 30, 2025;Puma;CAA Base Ltd;Juventus FC;€3.50m;Dec 19, 2022;Samuel Iling Junior;JUNIOR S.;581672;99999999;43;€3.50m;Dec 19, 2022;;;;;
May 13, 1997;Malacky;25;183;Slovakia;Attack - Centre-Forward;right;Jan 24, 2023;May 31, 2023;Nike;FairSport;Anorthosis Famagusta;€1.00m;Oct 12, 2018;Samuel Mraz;MRAZ S.;243225;99999999;90;€600k;;;Spezia Calcio;Jun 30, 2024;;
Oct 7, 2003;Cortona;19;184;Italy;Defender - Left-Back;left;Aug 31, 2022;Jun 30, 2023;;Sport Agency Futura;Empoli Primavera;€200k;Jun 23, 2022;Samuele Angori;ANGORI S.;705063;99999999;30;€200k;;Option to buy;Perugia Primavera;-;;
Jan 30, 1998;Poggibonsi;25;178;Italy;midfield - Defensive Midfield;both;Jul 8, 2022;Jun 30, 2026;;GG11;Palermo FC;€300k;Dec 22, 2022;Samuele Damiani;DAMIANI S.;390117;99999999;21;€300k;Jul 8, 2022;;;;;
Aug 21, 2001;Pontedera;21;180;Italy;midfield - Defensive Midfield;right;Jul 1, 2022;-;;CAA Base Ltd;Torino FC;€15.00m;Mar 21, 2023;Samuele Ricci;RICCI S.;467992;27570;28;€15.00m;;;;;;
Aug 21, 2001;Pontedera;21;180;Italy;midfield - Defensive Midfield;right;Jul 1, 2022;-;;CAA Base Ltd;Torino FC;€15.00m;Mar 21, 2023;Samuele Ricci;RICCI S.;467992;27570;28;€15.00m;;;;;;
Aug 20, 2002;Bologna;20;;Italy;Goalkeeper;right;Jul 29, 2022;Jun 30, 2023;;Fedele Management S.r.l;Gelbison;€100k;Jun 30, 2021;Samuele Vitale;VITALE S.;502475;99999999;22;€100k;;;Sassuolo Primavera;-;;
May 8, 2000;Lodi;22;181;Italy;midfield - Defensive Midfield;right;Jul 8, 2021;Jun 30, 2027;Nike;Gr Sports;AC Milan;€50.00m;Jun 7, 2022;Sandro Tonali;TONALI S.;397033;19844;8;€50.00m;Sep 9, 2022;;;;;
Aug 13, 1996;Šabac;26;183;Serbia;midfield - Central Midfield;right;Jan 31, 2023;Jun 30, 2027;Nike;Friends & Football LLC;Fulham FC;€15.00m;Jun 7, 2022;Sasa Lukic;LUKIC S.;245056;13068;28;€13.00m;;Option for a further year;;;;
Apr 5, 2000;Gorzów Wielkopolski;23;188;Poland;Defender - Centre-Back;right;Sep 1, 2022;Jun 30, 2023;;;FC Empoli;€10.00m;Dec 29, 2020;Sebastian Walukiewicz;WALUKIEWICZ S.;345458;99999999;4;€3.00m;;Obligation to buy with conditions;Cagliari Calcio;Jun 30, 2024;;
Mar 11, 2003;Novara;20;188;Italy / France;Goalkeeper;left;Jan 5, 2023;Jun 30, 2023;;PDP s.r.l.  Pasqualin D’Amico Partners;AC Trento;€200k;Jun 23, 2022;Sebastiano Desplanches;DESPLANCHES S.;567465;99999999;77;€125k;;;LR Vicenza;Jun 30, 2025;;
Sep 6, 1996;Lecce;26;191;Italy;Defender - Centre-Back;left;Jul 18, 2022;Jun 30, 2023;;All Stars Managament;FC Empoli;€5.00m;Dec 12, 2019;Sebastiano Luperto;LUPERTO S.;278531;13446;33;€3.00m;;Obligation to buy with conditions;SSC Napoli;Jun 30, 2024;;
Mar 5, 1987;Saint-Denis;36;190;France / Italy;Defender - Centre-Back;right;Jul 28, 2022;Jun 30, 2023;adidas;BSM;Modena FC;€3.50m;Jul 1, 2015;Sebastien De Maio;MAIO S.;56830;99999999;28;€250k;;Option to buy;LR Vicenza;Jun 30, 2024;;
Feb 8, 1995;Fano;28;178;Italy / DR Congo;midfield - Right Midfield;both;Feb 28, 2023;-;;Andrea Cattoli;Minyor Pernik;€250k;Jun 20, 2018;Sedrick Kalombo;KALOMBO S.;260777;99999999;22;€150k;;;;;;
Feb 27, 1995;Lleida;28;191;Serbia / Spain;midfield - Central Midfield;right;Aug 6, 2015;Jun 30, 2024;Nike;Mateja Kezman;SS Lazio;€90.00m;Jun 7, 2018;Sergej Milinkovi  Savi;MILINKOVIC-SAVIC S.;266302;9729;21;€60.00m;;;;;;
Feb 22, 1987;Bernardo de Irigoyen;36;192;Argentina / Italy;Goalkeeper;right;Aug 8, 2022;Dec 31, 2024;adidas;CAA Stellar;CA Boca Juniors;€7.00m;Jan 17, 2011;Sergio Romero;ROMERO S.;30690;99999999;1;€400k;;;;;;
Oct 25, 1997;Rorschach;25;182;Switzerland;Defender - Right-Back;right;Jan 3, 2022;Jun 30, 2025;adidas;Soccer Mondial AG;Genoa CFC;€5.00m;Mar 15, 2022;Silvan Hefti;HEFTI S.;237666;9843;36;€4.20m;;;;;;
Mar 26, 1989;Horsens;34;191;Denmark;Defender - Centre-Back;right;Sep 1, 2020;Jun 30, 2024;Nike;Beckster Int.;AC Milan;€13.00m;Jan 1, 2018;Simon Kjaer;KJAER S.;48859;99999999;24;€5.00m;Oct 27, 2021;;;;;
Mar 15, 1986;Carbonia;37;187;Italy;Goalkeeper;right;Sep 1, 2020;Jun 30, 2023;;Andrea Cattoli;Cagliari Calcio;€350k;Feb 10, 2015;Simone Aresti;ARESTI S.;41912;99999999;18;€100k;Feb 3, 2022;;;;;
Nov 5, 1996;La Spezia;26;181;Italy;midfield - Central Midfield;left;Jul 1, 2014;Jun 30, 2025;Puma;Italian Managers Group s.r.l.;Spezia Calcio;€7.50m;Jun 7, 2022;Simone Bastoni;BASTONI S.;257751;19880;20;€7.50m;Aug 30, 2021;;;;;
Sep 11, 2000;Montepulciano;22;192;Italy;Defender - Centre-Back;right;Jan 31, 2023;Jun 30, 2023;;CAA Base Ltd;Como 1907;€1.00m;Dec 29, 2021;Simone Canestrelli;CANESTRELLI S.;358003;99999999;15;€1.00m;;;Pisa Sporting Club;-;;
Jan 9, 1997;Torino;26;174;Italy;Attack - Right Winger;left;Jan 31, 2023;Jun 30, 2023;;Giuseppe Galli;Pordenone Calcio;€1.50m;Jun 7, 2018;Simone Edera;EDERA S.;340070;99999999;24;€500k;;;;;;
Feb 13, 2002;;21;173;Italy;Attack - Left Winger;right;Jan 17, 2023;Jun 30, 2023;;Football Service;US Città di Pontedera;€125k;Jun 23, 2022;Simone Ianesi;IANESI S.;574889;99999999;9;€125k;;;Udinese Calcio;-;;
Mar 14, 2006;Monfalcone;17;166;Italy;midfield - Attacking Midfield;left;Jul 1, 2022;Jun 30, 2025;;;Udinese Calcio;€3.50m;Mar 21, 2023;Simone Pafundi;PAFUNDI S.;876400;99999999;80;€3.50m;Jul 20, 2022;;;;Udinese Primavera (#10);
Jun 2, 2002;Brescia;20;175;Italy;midfield - Defensive Midfield;right;Jul 6, 2022;Jun 30, 2023;;TMP SOCCER srl;Modena FC;€375k;Dec 22, 2022;Simone Panada;PANADA S.;487836;99999999;43;€375k;;;Atalanta Primavera;-;;
Feb 9, 1990;Cremona;33;193;Italy;Defender - Centre-Back;right;Jan 31, 2023;-;;Football Now Limited;US Lecce;€1.90m;Jun 5, 2019;Simone Romagnoli;ROMAGNOLI S.;88706;9897;4;€750k;;;;;;
May 31, 1996;Udine;26;193;Italy;Goalkeeper;right;Jul 17, 2022;-;Lotto;P&P Sport Management S.A.M.;CFR Cluj;€6.00m;Jul 1, 2014;Simone Scuffet;SCUFFET S.;238993;99999999;1;€1.50m;;;;;;
Jul 12, 1992;Broni;30;174;Italy;midfield - Attacking Midfield;both;Sep 1, 2022;Jun 30, 2023;adidas;Donato Orgnoni;Hellas Verona;€25.00m;Jun 7, 2018;Simone Verdi;VERDI S.;130360;99999999;7;€4.50m;;Obligation to buy with conditions;Torino FC;Jun 30, 2024;;
Jul 12, 1992;Broni;30;174;Italy;midfield - Attacking Midfield;both;Sep 1, 2022;Jun 30, 2023;adidas;Donato Orgnoni;Hellas Verona;€25.00m;Jun 7, 2018;Simone Verdi;VERDI S.;130360;99999999;7;€4.50m;;Obligation to buy with conditions;Torino FC;Jun 30, 2024;;
May 7, 1992;Lagos;30;198;Nigeria;Attack - Centre-Forward;right;Sep 1, 2022;Jun 30, 2023;;B.F.P. Sport s.r.l.;Benevento Calcio;€8.00m;Jun 3, 2021;Simy;SIMY S.;194549;99999999;25;€1.00m;;;US Salernitana 1919;-;;
Oct 2, 1997;Verviers;25;182;Morocco / Belgium;midfield - Left Midfield;right;Sep 2, 2022;Jun 30, 2026;;Relatives;Oud-Heverlee Leuven;€3.00m;Dec 30, 2019;Sofian Kiyine;KIYINE S.;393804;14112;13;€2.00m;;;;;;
Aug 21, 1996;Huizen;26;185;Morocco / Netherlands;midfield - Defensive Midfield;right;Jan 30, 2020;Jun 30, 2024;Nike;CAA Stellar;ACF Fiorentina;€25.00m;Dec 23, 2022;Sofyan Amrabat;AMRABAT S.;287579;9927;34;€25.00m;;Option for a further year;;;;
Dec 29, 1998;Lagos;24;186;Nigeria;Attack - Centre-Forward;right;Sep 1, 2020;Jun 30, 2025;;Roberto Calenda;SSC Napoli;€100.00m;Mar 21, 2023;Victor Osimhen;OSIMHEN V.;401923;14559;9;€100.00m;;;;;;
Feb 20, 2001;;22;180;France / Cameroon;midfield - Central Midfield;right;Jan 10, 2023;Jun 30, 2023;;MSE agency;Giugliano Calcio 1928;€400k;Jun 30, 2021;Steeve Mike Eyango;EYANGO S.;702372;99999999;89;€75k;;Option for a further year;;;;
Feb 5, 1992;Ouderkerk aan den IJssel;31;189;Netherlands;Defender - Centre-Back;right;Jul 1, 2018;Jun 30, 2023;;P&P Sport Management S.A.M.;Inter Milan;€60.00m;Dec 12, 2019;Stefan de Vrij;DE VRIJ S.;111196;9972;6;€10.00m;;;;;;
Oct 22, 1986;Bukarest;36;183;Romania;Defender - Left-Back;left;Jul 1, 2008;Jun 30, 2023;adidas;Matteo Materazzi;SS Lazio;€10.00m;Jun 19, 2013;Stefan Radu;RADU S.;44420;99999999;26;€400k;Aug 19, 2021;;;;;
Jul 25, 1990;Lyngdal;32;189;Norway;Defender - Centre-Back;right;Aug 5, 2022;Dec 31, 2024;;;Vålerenga Fotball;€2.00m;Jan 6, 2016;Stefan Strandberg;STRANDBERG S.;50617;15868;4;€500k;;;;;;
Aug 9, 1989;Castiglione del Lago;33;186;Italy / Nigeria;Attack - Centre-Forward;right;Sep 8, 2021;Jun 30, 2023;;Keyscout Football;Basaksehir FK;€7.00m;Jan 7, 2015;Stefano Okaka;OKAKA S.;35249;99999999;77;€1.80m;;;;;;
Jan 13, 1993;Roma;30;176;Italy;Defender - Right-Back;right;Jul 20, 2021;Jun 30, 2025;Nike;MM-Management;Genoa CFC;€2.00m;Dec 12, 2019;Stefano Sabelli;SABELLI S.;167491;99999999;2;€1.20m;;;;;;
Aug 5, 1995;Urbino;27;168;Italy;midfield - Central Midfield;right;Jul 2, 2022;Jun 30, 2023;;Gr Sports;AC Monza;€30.00m;Oct 8, 2019;Stefano Sensi;SENSI S.;216179;11271;12;€8.00m;;;Inter Milan;Jun 30, 2024;;
Aug 5, 1995;Urbino;27;168;Italy;midfield - Central Midfield;right;Jul 2, 2022;Jun 30, 2023;;Gr Sports;AC Monza;€30.00m;Oct 8, 2019;Stefano Sensi;SENSI S.;216179;11271;12;€8.00m;;;Inter Milan;Jun 30, 2024;;
Mar 9, 1993;Sanremo;30;181;Italy;midfield - Central Midfield;right;Jul 1, 2019;Jun 30, 2023;adidas;;Genoa CFC;€12.00m;Jul 15, 2016;Stefano Sturaro;STURARO S.;167859;10006;27;€2.20m;;;;;;
Oct 27, 1992;Savona;30;178;Italy / Egypt;Attack - Left Winger;right;Jan 30, 2021;Jun 30, 2023;Nike;Manuel El Shaarawy;AS Roma;€30.00m;Jun 6, 2019;Stephan El Shaarawy;EL SHAARAWY S.;94529;10015;92;€5.00m;;;;;;
Dec 25, 2000;Odienné;22;190;Cote d'Ivoire;Defender - Right-Back;right;Jul 1, 2019;Jun 30, 2024;;Maxime Nana;Torino FC;€15.00m;Mar 15, 2022;Stephane Singo;SINGO W. S.;648779;22231;17;€14.00m;Nov 24, 2020;;;;;
Jan 20, 2002;Hadera;21;193;Israel / Romania;Attack - Left Winger;right;Sep 2, 2022;Jun 30, 2023;;P&P Sport Management S.A.M.;Maccabi Haifa;€600k;Dec 28, 2021;Suf Podgoreanu;PODGOREANU S.;540827;99999999;17;€500k;;Option to buy;Spezia Calcio;Jun 30, 2024;;
Feb 6, 2000;Breda;23;190;Netherlands;Attack - Centre-Forward;right;Jan 25, 2022;Jun 30, 2023;adidas;World in Motion;SC Heerenveen;€3.00m;Nov 11, 2022;Sydney van Hooijdonk;HOOIJDONK S.;439292;99999999;17;€3.00m;Jul 25, 2022;;Bologna FC 1909;Jun 30, 2025;;
Sep 25, 1997;Tychy;25;185;Poland;midfield - Central Midfield;right;Jan 12, 2023;Jun 30, 2023;Nike;KFM;Spezia Calcio;€7.00m;Jun 7, 2022;Szymon Zurkowski;ZURKOWSKI S.;387234;16999;77;€4.50m;;Obligation to buy with conditions;ACF Fiorentina;Jun 30, 2024;;
Nov 5, 1998;Fukuoka, Fukuoka;24;188;Japan;Defender - Right-Back;right;Aug 31, 2021;Jun 30, 2025;;UDN SPORTS;Arsenal FC;€25.00m;Dec 23, 2021;Takehiro Tomiyasu;TOMIYASU T.;331560;99999999;18;€25.00m;;Option for a further year;;;;
Oct 2, 1997;London;25;194;England / Nigeria;Attack - Centre-Forward;right;Aug 17, 2021;Jun 30, 2026;Nike;ROOF;AS Roma;€50.00m;Dec 10, 2019;Tammy Abraham;ABRAHAM T.;331726;11745;9;€45.00m;;;;;;
Sep 24, 2001;Birmingham, Alabama;21;188;United States;midfield - Central Midfield;right;Jul 15, 2021;Jun 30, 2025;;PROSPORT Management;Venezia FC;€2.50m;Dec 28, 2021;Tanner Tessmann;TESSMANN T.;670096;99999999;8;€2.00m;;;;;;
Feb 28, 1998;Castricum;25;183;Netherlands;midfield - Defensive Midfield;left;Aug 30, 2021;Jun 30, 2025;;Wasserman;Atalanta BC;€30.00m;Nov 11, 2022;Teun Koopmeiners;KOOPMEINERS T.;360518;14315;7;€30.00m;;Option for a further year;;;;
Oct 6, 1997;Marseille;25;184;France / Spain;Defender - Left-Back;left;Jul 6, 2019;Jun 30, 2026;;Manuel García Quilón;AC Milan;€60.00m;Dec 23, 2022;Theo Hern ndez;HERNANDEZ T.;339808;11606;19;€60.00m;Feb 11, 2022;;;;;
Sep 20, 1994;Argenteuil;28;191;France;Attack - Centre-Forward;right;Jul 16, 2022;Jun 30, 2026;;Relatives;Hellas Verona;€5.00m;Jun 7, 2021;Thomas Henry;HENRY T.;412513;32380;9;€4.00m;;;;;;
Mar 19, 1995;Athens;28;193;Albania / Greece;Goalkeeper;right;Jul 14, 2022;Jun 30, 2026;Nike;P&P Sport Management S.A.M.;Brentford FC;€25.00m;Dec 12, 2019;Thomas Strakosha;STRAKOSHA T.;222209;99999999;22;€4.00m;;;;;;
Aug 17, 1994;Paris;28;189;France / Cote d'Ivoire;midfield - Defensive Midfield;right;Aug 30, 2021;Jun 30, 2023;Puma;Niagara Sports Company;AC Milan;€40.00m;Jan 2, 2018;Tiemou  Bakayoko;BAKAYOKO T.;182618;99999999;14;€2.50m;;Obligation to buy with conditions;Chelsea FC;Jun 30, 2024;;
Aug 16, 1990;Paderborn;32;180;Germany / Turkey;midfield - Central Midfield;right;Sep 18, 2020;Jun 30, 2023;;Foot & Ball;Udinese Calcio;€7.50m;May 29, 2018;Tolgay Arslan;ARSLAN T.;53536;10430;5;€2.00m;;;;;;
Jan 13, 1988;San Cristóbal;35;177;Venezuela;midfield - Defensive Midfield;right;Jul 5, 2022;Jun 30, 2023;;GG11;UC Sampdoria;€9.00m;Jan 2, 2017;Tom s Rinc n;RINCON T.;75942;10473;8;€800k;;;;;;
Nov 25, 1996;Zagreb;26;190;Croatia;midfield - Central Midfield;left;Aug 25, 2021;Jun 30, 2026;;Soccer11;SS Lazio;€10.00m;Jan 7, 2021;Toma Basic;BASIC T.;334835;12219;88;€7.00m;;;;;;
Aug 30, 1994;Milano;28;180;Italy;Defender - Left-Back;left;Sep 1, 2020;Jun 30, 2025;;Italian Managers Group s.r.l.;UC Sampdoria;€4.00m;Jun 3, 2021;Tommaso Augello;AUGELLO T.;284595;19867;3;€2.50m;Dec 29, 2020;;;;;
Mar 23, 2003;Poggibonsi;20;170;Italy;midfield - Attacking Midfield;left;Jul 1, 2021;Jun 30, 2027;Nike;P&P Sport Management S.A.M.;FC Empoli;€10.00m;Mar 21, 2023;Tommaso Baldanzi;BALDANZI T.;641537;99999999;35;€10.00m;Oct 24, 2022;;;;;
Jul 23, 2003;Udine;19;180;Italy;Attack - Second Striker;left;Sep 1, 2020;-;;TMP SOCCER srl;Atalanta Primavera;€150k;Jun 23, 2022;Tommaso De Nipoti;DE NIPOTI T.;622031;99999999;10;€150k;May 4, 2022;;;;Atalanta BC UEFA U19 (#23);
Jul 15, 1999;Trieste;23;188;Italy;midfield - Central Midfield;both;Jul 1, 2018;Jun 30, 2027;;Patrick Bastianelli;AC Milan;€18.00m;Nov 11, 2022;Tommaso Pobega;POBEGA T.;392538;27618;32;€15.00m;Aug 5, 2022;;;;;
Jul 15, 1999;Trieste;23;188;Italy;midfield - Central Midfield;both;Jul 1, 2018;Jun 30, 2027;;Patrick Bastianelli;AC Milan;€18.00m;Nov 11, 2022;Tommaso Pobega;POBEGA T.;392538;27618;32;€15.00m;Aug 5, 2022;;;;;
Feb 21, 1997;Reykjavík;26;190;Iceland;Attack - Centre-Forward;left;Jan 31, 2023;Jun 30, 2023;;SEG;Virtus Francavilla Calcio;€400k;Nov 29, 2022;ttar Magn s Karlsson;KARLSSON ttar M.;271622;99999999;10;€400k;;;Venezia FC;Jun 30, 2025;;
Dec 16, 1995;Haarlem;27;187;Nigeria / Netherlands;Defender - Right-Back;right;Jul 5, 2022;Jun 30, 2025;;Prime11;FC Empoli;€2.00m;Mar 21, 2023;Tyronne Ebuehi;EBUEHI T.;309944;10569;24;€2.00m;;;;;;
Feb 2, 2000;Finta;23;180;Romania;Attack - Left Winger;right;Oct 5, 2020;Jun 30, 2025;;Ioan Becali;Parma Calcio 1913;€8.50m;Mar 23, 2021;Valentin Mihaila;MIHAILA V.;535469;99999999;28;€3.50m;;;;;;
Oct 20, 2003;Cecina;19;;Italy;Goalkeeper;;Jul 16, 2022;Jun 30, 2023;;Fedele Management S.r.l;San Donato Tavarnelle;€75k;Jun 23, 2022;Valerio Biagini;BIAGINI V.;691529;99999999;1;€50k;;;Empoli Primavera;-;;
Jan 11, 1994;Roma;29;181;Italy;midfield - Attacking Midfield;both;Jan 27, 2023;Jun 30, 2023;;CAA Base Ltd;Palermo FC;€4.00m;Oct 14, 2016;Valerio Verre;VERRE V.;162961;99999999;26;€1.80m;;Buy-option with buy-back option;UC Sampdoria;Jun 30, 2025;;
Jan 11, 1994;Roma;29;181;Italy;midfield - Attacking Midfield;both;Jan 27, 2023;Jun 30, 2023;;CAA Base Ltd;Palermo FC;€4.00m;Oct 14, 2016;Valerio Verre;VERRE V.;162961;99999999;26;€1.80m;;Buy-option with buy-back option;UC Sampdoria;Jun 30, 2025;;
Feb 20, 1997;Ourense;26;202;Serbia / Spain;Goalkeeper;right;Jul 1, 2017;Jun 30, 2026;;DOO Magnum;Torino FC;€4.50m;Dec 28, 2021;Vanja Milinkovi  Savi;SAVI V.;257474;99999999;32;€3.50m;Apr 7, 2023;Option for a further year;;;;
Apr 24, 1994;Prizren;28;194;Kosovo / Albania;Attack - Centre-Forward;left;Jul 22, 2022;Jun 30, 2027;;FutureBall;RCD Mallorca;€17.00m;Oct 29, 2020;Vedat Muriqi;MURIQI V.;256267;99999999;7;€15.00m;;;;;;
Jan 27, 2003;Portici;20;;Italy;Defender - Centre-Back;right;Sep 1, 2020;-;;GG11;Napoli Primavera;€75k;Jun 23, 2022;Benedetto Barba;BARBA B.;582354;99999999;2;€75k;;;;;SSC Napoli UEFA U19;
Jun 6, 1990;Maribor;32;192;Slovenia;Goalkeeper;right;Jul 1, 2022;May 31, 2025;;Alberto Jimmy Fontana;APOEL Nicosia;€3.00m;Jul 15, 2016;Vid Belec;BELEC V.;73090;99999999;27;€500k;;;;;;
Feb 14, 1996;Kherson;27;182;Ukraine;midfield - Attacking Midfield;right;Aug 2, 2022;Jun 30, 2023;;ProStar;Spezia Calcio;€6.00m;Jan 3, 2017;Viktor Kovalenko;KOVALENKO V.;203842;12789;24;€2.00m;;Obligation to buy with conditions;Atalanta BC;Jun 30, 2025;;
Jan 13, 1990;Genova;33;190;Italy;Goalkeeper;left;Aug 6, 2021;Jun 30, 2025;;BC Group;US Salernitana 1919;€800k;Aug 6, 2009;Vincenzo Fiorillo;FIORILLO V.;55000;99999999;1;€300k;;;;;;
Feb 21, 2002;Monopoli;21;183;Italy;midfield - Attacking Midfield;right;Jan 31, 2023;Jun 30, 2023;Nike;Gea World;Cosenza Calcio;€100k;Jun 23, 2022;Vittorio Agostinelli;AGOSTINELLI V.;561150;99999999;18;€100k;;;ACF Fiorentina;Jun 30, 2025;;
Nov 14, 1989;Bacău;33;184;Romania;Defender - Centre-Back;right;Jul 8, 2022;Jun 30, 2023;Nike;Pietro Chiodi Soccer M.;US Cremonese;€11.00m;Jan 15, 2014;Vlad Chiriches;CHIRICHES V.;123261;10756;21;€1.30m;;;;;;
Feb 15, 2000;Sarata, Odesa Oblast;23;185;Ukraine;Attack - Centre-Forward;right;Aug 10, 2018;Jun 30, 2026;;GG11;Dynamo Kyiv;€7.50m;Jan 14, 2021;Vladyslav Supryaga;SUPRYAGA V.;419061;99999999;17;€1.80m;;;;;;
Nov 5, 1995;Nice;27;184;Tunisia / France;Defender - Right-Back;right;Aug 29, 2022;Jun 30, 2024;;Lowens Sport;Atromitos Athen;€1.50m;Jun 19, 2021;Wajdi Kechrida;KECHRIDA W.;407885;63081;2;€800k;;;;;;
Apr 4, 1995;Salvador;28;188;Brazil;midfield - Defensive Midfield;right;Aug 12, 2019;Jun 30, 2026;;BSSM;Udinese Calcio;€14.00m;Dec 18, 2018;Walace;WALACE;323954;13082;11;€7.00m;Nov 17, 2022;;;;;
Aug 28, 1998;Little Elm, Texas;24;185;United States;midfield - Central Midfield;right;Jan 30, 2023;Jun 30, 2023;adidas;Wasserman;Leeds United;€25.00m;Dec 29, 2020;Weston McKennie;MCKENNIE W.;332697;11284;28;€21.00m;;Option to buy;Juventus FC;Jun 30, 2025;;
Mar 14, 2003;Milano;20;195;Italy;Goalkeeper;right;Jul 13, 2022;Jun 30, 2023;;Keyscout Football;Carrarese Calcio 1908;€200k;Jun 23, 2022;William Rovida;ROVIDA W.;704337;99999999;1;€150k;;;Inter Milan Primavera;-;;
Aug 11, 2005;Bassano del Grappa;17;187;Togo;Defender - Centre-Back;right;Jul 1, 2022;Jun 30, 2025;;;Bologna FC 1909;€700k;Sep 27, 2022;Wisdom Amey;AMEY W.;818878;99999999;66;€700k;;;;;Bologna Primavera (#5);
Apr 12, 1995;Roma;28;195;Italy;Goalkeeper;right;Jul 17, 2022;Jun 30, 2023;;LIAN Sports Group;US Lecce;€5.00m;Mar 21, 2023;Wladimiro Falcone;FALCONE W.;238537;99999999;30;€5.00m;;Buy-option with buy-back option;UC Sampdoria;Jun 30, 2025;;
Apr 18, 1990;Warszawa;33;196;Poland;Goalkeeper;right;Jul 19, 2017;Jun 30, 2024;Nike;CAA Stellar;Juventus FC;€40.00m;Dec 12, 2019;Wojciech Szczesny;SZCZESNY W.;44058;99999999;1;€13.00m;Feb 11, 2020;;;;;
Jun 30, 2001;Kono;21;175;Sierra Leone;Attack - Right Winger;left;Aug 26, 2022;Jun 30, 2023;;;Hellas Verona;€2.00m;Oct 14, 2021;Yayah Kallon;KALLON Y.;623040;99999999;30;€1.50m;;Option to buy;Genoa CFC;-;;
Jun 13, 2002;Carmen del Darién;20;176;Colombia;midfield - Right Midfield;right;Jul 28, 2022;Jun 30, 2023;;;AC Perugia Calcio;€450k;Dec 22, 2022;Yeferson Paz;PAZ Y.;655525;99999999;17;€450k;;;US Sassuolo;Jun 30, 2025;;
Aug 22, 1998;Castel S. Pietro Terme;24;179;Morocco / Italy;midfield - Central Midfield;left;Jan 3, 2023;Jun 30, 2023;;M.A.R.A.T. Football Management;US Lecce;€5.00m;Mar 15, 2022;Youssef Maleh;MALEH Y.;324377;27653;32;€4.50m;;Obligation to buy with conditions;ACF Fiorentina;Jun 30, 2025;;
Jul 29, 1999;Hasselt;23;187;Belgium;Defender - Centre-Back;right;Jul 25, 2022;Jun 30, 2023;;Stirr Associates;AZ Alkmaar;€18.00m;Dec 13, 2019;Zinho Vanheusden;VANHEUSDEN Z.;338672;13747;27;€6.00m;;Buy-option with buy-back option;Inter Milan;Jun 30, 2026;;
Mar 9, 2002;Luanda;21;171;Angola;Attack - Right Winger;left;Jul 1, 2022;Jun 30, 2026;Nike;FOOTPRESTIGE;Cagliari Calcio;€1.20m;Dec 22, 2022;Zito Luvumbo;LUVUMBO Z.;666547;99999999;77;€1.20m;;;;;;
Oct 3, 1981;Malmö;41;195;Sweden / Bosnia-Herzegovina;Attack - Centre-Forward;right;Jan 2, 2020;Jun 30, 2023;Nike;Team Raiola;AC Milan;€46.00m;Dec 3, 2009;Zlatan Ibrahimovi;IBRAHIMOVIC Z.;3455;11122;11;€2.00m;Jul 18, 2022;;;;;
Jan 4, 2003;Zalaegerszeg;20;196;Hungary;Goalkeeper;right;Jan 18, 2023;-;Nike;EM Sports Consulting;Diósgyőri VTK;€200k;Jun 23, 2022;Zsombor Senk;SENK Z.;663519;99999999;55;€200k;;;;;;
Nov 25, 1991;Bajina Bašta;31;193;Serbia;Defender - Centre-Back;right;Sep 1, 2022;-;Nike;Seven Stars;Without Club;€18.00m;Aug 25, 2020;Nikola Maksimovic;MAKSIMOVIC N.;124715;8076;;€1.50m;;;;;;
Jan 9, 1987;Dourados;36;179;Brazil / Italy;midfield - Defensive Midfield;right;Mar 17, 2023;-;Nike;Relatives;Retired;€17.00m;Jul 2, 2013;Lucas Leiva;LUCAS LEIVA;41414;6360;;-;;;;;;
Apr 7, 1983;Boulogne-sur-Mer;40;170;France;Attack - Left Winger;right;Oct 21, 2022;-;Nike;Alain Migliaccio;Retired;€50.00m;Jan 17, 2010;Franck Rib ry;RIBERY F.;22068;3591;;-;;;;;;
