Player,Team,Match,Competition,Position,Position Group,Season,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Birthdate,Date,Physicals Quality Check,Distance,M/min,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,matchday
Filippo Melegoni,Genoa,Genoa v Lazio,ITA - Serie A,RW,Winger,2021/2022,66.57,19.67,24.73,19800,1999-02-18,2022-04-10,Passed,8154.0,122.49,1423.0,711.0,210.0,921.0,53.0,10.0,63.0,78.0,8.0,71.0,23.0,28.7,2754.0,140.01,527.0,302.0,138.0,440.0,20.0,6.0,26.0,25.0,4.0,17.0,3.0,3593.0,145.29,801.0,366.0,55.0,421.0,29.0,3.0,32.0,38.0,2.0,23.0,10.0,32
Felipe Anderson,Lazio,Genoa v Lazio,ITA - Serie A,RF,Forward,2021/2022,92.15,31.46,28.3,3353,1993-04-15,2022-04-10,Passed,11136.0,120.85,1831.0,780.0,349.0,1129.0,64.0,18.0,82.0,111.0,17.0,95.0,32.0,29.7,4160.0,132.23,695.0,320.0,111.0,431.0,26.0,7.0,33.0,46.0,5.0,29.0,4.0,4247.0,150.07,973.0,415.0,179.0,594.0,31.0,6.0,37.0,40.0,3.0,29.0,14.0,32
Nadiem Amiri,Genoa,Genoa v Lazio,ITA - Serie A,AM,Midfield,2021/2022,83.35,24.55,29.4,7846,1996-10-27,2022-04-10,Passed,9943.0,119.29,1497.0,569.0,187.0,756.0,47.0,8.0,55.0,93.0,7.0,68.0,24.0,27.9,3566.0,145.25,686.0,287.0,62.0,349.0,24.0,3.0,27.0,25.0,2.0,20.0,4.0,4214.0,143.33,745.0,251.0,112.0,363.0,22.0,3.0,25.0,43.0,2.0,24.0,9.0,32
Mattia Zaccagni,Lazio,Genoa v Lazio,ITA - Serie A,LF,Forward,2021/2022,73.5,27.25,21.47,19698,1995-06-16,2022-04-10,Passed,8572.0,116.63,1369.0,563.0,146.0,709.0,50.0,11.0,61.0,70.0,5.0,70.0,24.0,28.5,3545.0,130.09,659.0,259.0,94.0,353.0,23.0,7.0,30.0,34.0,0.0,25.0,5.0,2920.0,136.0,553.0,248.0,25.0,273.0,24.0,2.0,26.0,21.0,1.0,19.0,7.0,32
Leo Skiri Østigård,Genoa,Genoa v Lazio,ITA - Serie A,LCB,Central Defender,2021/2022,92.15,28.3,31.46,25512,1999-11-28,2022-04-10,Passed,10277.0,111.52,1366.0,554.0,58.0,612.0,45.0,4.0,49.0,93.0,2.0,75.0,13.0,25.9,3539.0,125.05,448.0,109.0,10.0,119.0,8.0,1.0,9.0,23.0,1.0,21.0,3.0,4320.0,137.32,726.0,389.0,38.0,427.0,31.0,3.0,34.0,50.0,0.0,28.0,4.0,32
Manuel Lazzari,Lazio,Genoa v Lazio,ITA - Serie A,RWB,Full Back,2021/2022,83.95,29.4,24.55,12578,1993-11-29,2022-04-10,Passed,9956.0,118.59,1754.0,622.0,445.0,1067.0,50.0,16.0,66.0,92.0,10.0,76.0,24.0,31.9,3961.0,134.73,650.0,315.0,331.0,646.0,25.0,10.0,35.0,30.0,3.0,23.0,6.0,3732.0,152.02,900.0,273.0,97.0,370.0,21.0,5.0,26.0,41.0,2.0,23.0,6.0,32
Manolo Portanova,Genoa,Genoa v Lazio,ITA - Serie A,LW,Winger,2021/2022,46.85,13.25,19.03,24515,2000-06-02,2022-04-10,Passed,5955.0,127.11,922.0,411.0,198.0,609.0,35.0,8.0,43.0,68.0,2.0,47.0,18.0,29.1,1789.0,135.02,275.0,163.0,47.0,210.0,12.0,2.0,14.0,19.0,0.0,10.0,2.0,2926.0,153.76,598.0,240.0,122.0,362.0,21.0,4.0,25.0,38.0,1.0,22.0,10.0,32
Adam Marusic,Lazio,Genoa v Lazio,ITA - Serie A,LWB,Full Back,2021/2022,92.15,31.46,28.3,196,1992-10-17,2022-04-10,Passed,9931.0,107.77,1268.0,491.0,173.0,664.0,52.0,10.0,62.0,108.0,6.0,78.0,23.0,29.9,3637.0,115.61,424.0,149.0,37.0,186.0,17.0,2.0,19.0,27.0,0.0,23.0,4.0,3997.0,141.24,714.0,320.0,113.0,433.0,32.0,7.0,39.0,57.0,3.0,25.0,8.0,32
Patric,Lazio,Genoa v Lazio,ITA - Serie A,RCB,Central Defender,2021/2022,92.15,31.46,28.3,8396,1993-04-17,2022-04-10,Passed,10116.0,109.78,1439.0,471.0,89.0,560.0,46.0,7.0,53.0,92.0,4.0,74.0,16.0,27.1,3674.0,116.78,414.0,123.0,15.0,138.0,11.0,1.0,12.0,27.0,0.0,25.0,2.0,4146.0,146.5,856.0,313.0,55.0,368.0,30.0,5.0,35.0,47.0,2.0,25.0,5.0,32
Milan Badelj,Genoa,Genoa v Lazio,ITA - Serie A,RM,Midfield,2021/2022,75.7,21.73,28.1,7629,1989-02-25,2022-04-10,Passed,9259.0,122.31,1453.0,315.0,33.0,348.0,26.0,3.0,29.0,92.0,5.0,79.0,13.0,24.9,2985.0,137.37,378.0,48.0,7.0,55.0,3.0,0.0,3.0,24.0,1.0,24.0,1.0,4350.0,154.8,1009.0,266.0,23.0,289.0,22.0,2.0,24.0,44.0,2.0,28.0,6.0,32
Francesco Acerbi,Lazio,Genoa v Lazio,ITA - Serie A,LCB,Central Defender,2021/2022,92.15,31.46,28.3,3532,1988-02-10,2022-04-10,Passed,9772.0,106.04,1441.0,449.0,56.0,505.0,39.0,5.0,44.0,88.0,6.0,73.0,17.0,25.7,3554.0,112.97,411.0,89.0,12.0,101.0,6.0,1.0,7.0,24.0,1.0,22.0,3.0,4075.0,143.99,857.0,320.0,32.0,352.0,27.0,3.0,30.0,46.0,2.0,26.0,5.0,32
Roberto Piccoli,Genoa,Genoa v Lazio,ITA - Serie A,CF,Forward,2021/2022,92.15,28.3,31.46,24304,2001-01-27,2022-04-10,Passed,10549.0,114.48,1360.0,558.0,280.0,838.0,48.0,16.0,64.0,112.0,5.0,67.0,20.0,32.4,3897.0,137.7,678.0,328.0,148.0,476.0,29.0,9.0,38.0,41.0,1.0,23.0,6.0,4148.0,131.85,600.0,192.0,99.0,291.0,14.0,3.0,17.0,49.0,2.0,21.0,5.0,32
Lucas Leiva,Lazio,Genoa v Lazio,ITA - Serie A,DM,Midfield,2021/2022,55.9,21.78,15.65,6360,1987-01-09,2022-04-10,Passed,7243.0,129.57,1377.0,367.0,11.0,378.0,25.0,0.0,25.0,72.0,4.0,58.0,13.0,24.2,3170.0,145.55,521.0,90.0,8.0,98.0,7.0,0.0,7.0,29.0,0.0,22.0,2.0,2630.0,168.05,764.0,259.0,0.0,259.0,17.0,0.0,17.0,25.0,1.0,15.0,5.0,32
Silvan Hefti,Genoa,Genoa v Lazio,ITA - Serie A,RWB,Full Back,2021/2022,92.15,28.3,31.46,9843,1997-10-25,2022-04-10,Passed,10637.0,115.43,1615.0,612.0,135.0,747.0,55.0,9.0,64.0,101.0,5.0,81.0,27.0,26.9,3774.0,133.36,641.0,208.0,41.0,249.0,19.0,4.0,23.0,30.0,2.0,23.0,5.0,4421.0,140.53,810.0,361.0,80.0,441.0,30.0,4.0,34.0,47.0,1.0,31.0,9.0,32
Domenico Criscito,Genoa,Genoa v Lazio,ITA - Serie A,LWB,Full Back,2021/2022,25.58,8.63,6.73,2810,1986-12-30,2022-04-10,Passed,2989.0,116.85,425.0,122.0,41.0,163.0,11.0,3.0,14.0,25.0,1.0,23.0,6.0,27.6,1232.0,142.76,237.0,52.0,15.0,67.0,5.0,2.0,7.0,7.0,1.0,8.0,0.0,965.0,143.39,155.0,69.0,26.0,95.0,6.0,1.0,7.0,12.0,0.0,5.0,2.0,32
Morten Frendrup,Genoa,Genoa v Lazio,ITA - Serie A,LM,Midfield,2021/2022,16.45,6.57,3.37,16452,2001-04-07,2022-04-10,Passed,2226.0,135.32,446.0,198.0,41.0,239.0,15.0,2.0,17.0,19.0,1.0,14.0,7.0,27.3,1073.0,163.32,274.0,100.0,26.0,126.0,9.0,1.0,10.0,8.0,1.0,7.0,2.0,591.0,175.37,135.0,78.0,14.0,92.0,6.0,1.0,7.0,4.0,1.0,1.0,1.0,32
Pedro Rodriguez,Lazio,Genoa v Lazio,ITA - Serie A,LF,Forward,2021/2022,18.65,4.22,6.83,8592,1987-07-28,2022-04-10,Passed,2287.0,122.63,339.0,193.0,90.0,283.0,16.0,4.0,20.0,17.0,1.0,17.0,3.0,29.6,627.0,148.58,109.0,56.0,48.0,104.0,6.0,1.0,7.0,3.0,1.0,3.0,0.0,999.0,146.27,198.0,119.0,31.0,150.0,9.0,1.0,10.0,9.0,0.0,6.0,0.0,32
Caleb Ekuban,Genoa,Genoa v Lazio,ITA - Serie A,RW,Winger,2021/2022,45.3,15.05,12.43,14805,1994-03-23,2022-04-10,Passed,4800.0,105.96,591.0,215.0,93.0,308.0,26.0,5.0,31.0,48.0,2.0,35.0,13.0,28.8,1962.0,130.37,265.0,98.0,27.0,125.0,12.0,1.0,13.0,20.0,1.0,11.0,2.0,1546.0,124.38,292.0,107.0,52.0,159.0,11.0,3.0,14.0,20.0,1.0,11.0,5.0,32
Kelvin Yeboah,Genoa,Genoa v Lazio,ITA - Serie A,LW,Winger,2021/2022,25.58,8.63,6.73,28782,2000-05-06,2022-04-10,Passed,2966.0,115.95,432.0,175.0,53.0,228.0,18.0,2.0,20.0,25.0,3.0,27.0,10.0,27.9,1226.0,142.06,194.0,114.0,38.0,152.0,13.0,1.0,14.0,11.0,1.0,10.0,1.0,943.0,140.12,199.0,52.0,8.0,60.0,4.0,1.0,5.0,9.0,1.0,5.0,4.0,32
Albert Gudmundsson,Genoa,Genoa v Lazio,ITA - Serie A,AM,Midfield,2021/2022,8.8,3.75,2.05,11965,1997-06-15,2022-04-10,Passed,1291.0,146.7,242.0,85.0,0.0,85.0,5.0,0.0,5.0,13.0,0.0,12.0,1.0,23.5,612.0,163.2,133.0,28.0,0.0,28.0,2.0,0.0,2.0,6.0,0.0,4.0,1.0,386.0,188.29,96.0,56.0,0.0,56.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,32
Toma Basic,Lazio,Genoa v Lazio,ITA - Serie A,LM,Midfield,2021/2022,18.65,4.22,6.83,12219,1996-11-25,2022-04-10,Passed,2414.0,129.44,417.0,153.0,15.0,168.0,14.0,1.0,15.0,19.0,1.0,18.0,3.0,25.8,676.0,160.19,122.0,38.0,15.0,53.0,4.0,1.0,5.0,2.0,0.0,1.0,1.0,1084.0,158.71,249.0,103.0,0.0,103.0,9.0,0.0,9.0,10.0,0.0,7.0,1.0,32
Elseid Hysaj,Lazio,Genoa v Lazio,ITA - Serie A,RWB,Full Back,2021/2022,8.2,2.05,3.75,3022,1994-02-02,2022-04-10,Passed,985.0,120.12,180.0,57.0,15.0,72.0,6.0,1.0,7.0,11.0,1.0,11.0,2.0,26.4,307.0,149.76,61.0,27.0,15.0,42.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,482.0,128.53,90.0,29.0,0.0,29.0,2.0,0.0,2.0,6.0,0.0,4.0,1.0,32
Danilo Cataldi,Lazio,Genoa v Lazio,ITA - Serie A,DM,Midfield,2021/2022,36.25,9.68,12.65,2285,1994-08-06,2022-04-10,Passed,4797.0,132.33,956.0,247.0,12.0,259.0,21.0,0.0,21.0,40.0,3.0,28.0,7.0,23.2,1602.0,165.5,315.0,77.0,9.0,86.0,7.0,0.0,7.0,7.0,0.0,5.0,1.0,2113.0,167.04,574.0,154.0,3.0,157.0,13.0,0.0,13.0,24.0,1.0,13.0,3.0,32
Andrea Belotti,Torino,Torino v Milan,ITA - Serie A,CF,Forward,2021/2022,76.12,20.96,23.37,758,1993-12-20,2022-04-10,Passed,8587.0,112.81,1185.0,700.0,268.0,968.0,54.0,16.0,70.0,84.0,6.0,59.0,15.0,30.1,3227.0,153.96,616.0,418.0,177.0,595.0,32.0,11.0,43.0,31.0,3.0,16.0,2.0,2988.0,127.86,463.0,244.0,64.0,308.0,17.0,3.0,20.0,26.0,1.0,17.0,6.0,32
Alexis Saelemaekers,Milan,Torino v Milan,ITA - Serie A,RW,Winger,2021/2022,98.58,29.93,26.4,14543,1999-06-27,2022-04-10,Passed,12399.0,125.78,2413.0,914.0,258.0,1172.0,75.0,18.0,93.0,101.0,8.0,96.0,19.0,27.1,4849.0,162.01,1191.0,457.0,107.0,564.0,35.0,8.0,43.0,42.0,1.0,30.0,5.0,4376.0,165.76,1020.0,431.0,138.0,569.0,31.0,6.0,37.0,34.0,3.0,26.0,6.0,32
Olivier Giroud,Milan,Torino v Milan,ITA - Serie A,CF,Forward,2021/2022,98.58,29.93,26.4,8206,1986-09-30,2022-04-10,Passed,9691.0,98.31,1222.0,575.0,294.0,869.0,55.0,14.0,69.0,93.0,13.0,75.0,29.0,29.3,3751.0,125.33,583.0,290.0,148.0,438.0,28.0,7.0,35.0,41.0,4.0,26.0,7.0,3258.0,123.41,507.0,246.0,117.0,363.0,20.0,6.0,26.0,24.0,3.0,17.0,5.0,32
Brahim Diaz,Milan,Torino v Milan,ITA - Serie A,AM,Midfield,2021/2022,54.82,17.28,15.73,11592,1999-08-03,2022-04-10,Passed,6805.0,124.13,1088.0,534.0,108.0,642.0,38.0,7.0,45.0,49.0,5.0,62.0,12.0,27.1,2472.0,143.06,434.0,270.0,41.0,311.0,20.0,3.0,23.0,19.0,1.0,17.0,3.0,2456.0,156.13,515.0,224.0,37.0,261.0,14.0,3.0,17.0,11.0,2.0,14.0,2.0,32
Tommaso Pobega,Torino,Torino v Milan,ITA - Serie A,RM,Midfield,2021/2022,84.17,23.35,26.63,27618,1999-07-15,2022-04-10,Passed,10888.0,129.36,1995.0,709.0,330.0,1039.0,66.0,11.0,77.0,91.0,5.0,87.0,16.0,30.7,3802.0,162.83,884.0,349.0,174.0,523.0,31.0,5.0,36.0,24.0,2.0,19.0,3.0,4465.0,167.67,958.0,328.0,112.0,440.0,29.0,4.0,33.0,38.0,1.0,31.0,4.0,32
Fikayo Tomori,Milan,Torino v Milan,ITA - Serie A,LCB,Central Defender,2021/2022,86.6,27.05,24.21,18779,1997-12-19,2022-04-10,Passed,9944.0,114.83,1439.0,628.0,325.0,953.0,46.0,13.0,59.0,87.0,4.0,74.0,21.0,32.0,3380.0,124.95,421.0,151.0,61.0,212.0,11.0,2.0,13.0,24.0,0.0,20.0,4.0,4016.0,165.88,842.0,454.0,236.0,690.0,30.0,10.0,40.0,38.0,2.0,24.0,4.0,32
Franck Kessié,Milan,Torino v Milan,ITA - Serie A,LM,Midfield,2021/2022,98.58,29.93,26.4,11498,1996-12-19,2022-04-10,Passed,11769.0,119.39,1690.0,704.0,255.0,959.0,58.0,11.0,69.0,95.0,5.0,90.0,14.0,28.9,4531.0,151.39,713.0,240.0,95.0,335.0,23.0,3.0,26.0,33.0,2.0,27.0,3.0,4155.0,157.39,845.0,421.0,129.0,550.0,29.0,6.0,35.0,34.0,1.0,27.0,4.0,32
Théo Hernandez,Milan,Torino v Milan,ITA - Serie A,LWB,Full Back,2021/2022,98.58,29.93,26.4,11606,1997-10-06,2022-04-10,Passed,11134.0,112.94,1711.0,808.0,365.0,1173.0,70.0,14.0,84.0,115.0,7.0,91.0,20.0,30.7,4139.0,138.29,748.0,317.0,204.0,521.0,27.0,7.0,34.0,38.0,3.0,29.0,4.0,4116.0,155.91,814.0,441.0,141.0,582.0,40.0,6.0,46.0,44.0,3.0,25.0,7.0,32
Ricardo Rodriguez,Torino,Torino v Milan,ITA - Serie A,LCB,Central Defender,2021/2022,98.58,26.4,29.93,8996,1992-08-25,2022-04-10,Passed,10539.0,106.91,1627.0,459.0,163.0,622.0,51.0,7.0,58.0,90.0,8.0,77.0,14.0,27.9,3480.0,131.82,593.0,147.0,35.0,182.0,15.0,1.0,16.0,20.0,2.0,17.0,2.0,4191.0,140.03,786.0,272.0,109.0,381.0,28.0,5.0,33.0,42.0,2.0,29.0,3.0,32
Saša Lukić,Torino,Torino v Milan,ITA - Serie A,DM,Midfield,2021/2022,98.58,26.4,29.93,13068,1996-08-13,2022-04-10,Passed,11541.0,117.07,1861.0,738.0,306.0,1044.0,60.0,14.0,74.0,95.0,7.0,87.0,19.0,29.3,4029.0,152.61,747.0,346.0,162.0,508.0,28.0,6.0,34.0,30.0,2.0,23.0,3.0,4352.0,145.41,947.0,360.0,110.0,470.0,25.0,5.0,30.0,36.0,1.0,26.0,5.0,32
Sandro Tonali,Milan,Torino v Milan,ITA - Serie A,RM,Midfield,2021/2022,81.93,25.45,23.11,19844,2000-05-08,2022-04-10,Passed,10829.0,132.17,1750.0,667.0,315.0,982.0,43.0,11.0,54.0,90.0,6.0,83.0,12.0,31.4,3923.0,154.15,567.0,186.0,97.0,283.0,14.0,3.0,17.0,29.0,1.0,23.0,2.0,4187.0,181.18,1053.0,458.0,182.0,640.0,26.0,6.0,32.0,33.0,2.0,24.0,4.0,32
Rafael Leao,Milan,Torino v Milan,ITA - Serie A,LW,Winger,2021/2022,98.58,29.93,26.4,12840,1999-06-10,2022-04-10,Passed,9709.0,98.49,1178.0,541.0,357.0,898.0,52.0,16.0,68.0,88.0,13.0,72.0,16.0,31.0,3889.0,129.94,646.0,303.0,210.0,513.0,23.0,10.0,33.0,39.0,5.0,25.0,5.0,3119.0,118.14,433.0,211.0,89.0,300.0,21.0,5.0,26.0,23.0,3.0,18.0,2.0,32
Wilfried Stephane Singo,Torino,Torino v Milan,ITA - Serie A,RWB,Full Back,2021/2022,63.85,17.71,19.87,22231,2000-12-25,2022-04-10,Passed,7240.0,113.39,1097.0,386.0,249.0,635.0,36.0,10.0,46.0,67.0,4.0,62.0,17.0,31.8,2450.0,138.34,446.0,198.0,124.0,322.0,15.0,6.0,21.0,19.0,2.0,15.0,3.0,2826.0,142.22,549.0,179.0,100.0,279.0,18.0,3.0,21.0,27.0,1.0,19.0,4.0,32
Josip Brekalo,Torino,Torino v Milan,ITA - Serie A,RF,Forward,2021/2022,98.58,26.4,29.93,19097,1998-06-23,2022-04-10,Passed,11125.0,112.85,1627.0,715.0,242.0,957.0,60.0,11.0,71.0,100.0,8.0,95.0,19.0,28.6,3977.0,150.64,760.0,406.0,136.0,542.0,33.0,5.0,38.0,39.0,2.0,26.0,6.0,4243.0,141.76,742.0,277.0,95.0,372.0,22.0,5.0,27.0,31.0,3.0,27.0,4.0,32
Bremer,Torino,Torino v Milan,ITA - Serie A,CB,Central Defender,2021/2022,98.58,26.4,29.93,14104,1997-03-18,2022-04-10,Passed,9912.0,100.55,1213.0,400.0,137.0,537.0,34.0,7.0,41.0,81.0,9.0,69.0,14.0,28.5,3179.0,120.42,364.0,89.0,33.0,122.0,7.0,1.0,8.0,17.0,1.0,8.0,1.0,3970.0,132.64,648.0,285.0,71.0,356.0,21.0,3.0,24.0,38.0,4.0,26.0,4.0,32
Pierre Kalulu,Milan,Torino v Milan,ITA - Serie A,RCB,Central Defender,2021/2022,98.58,29.93,26.4,24786,2000-06-05,2022-04-10,Passed,11565.0,117.32,2036.0,818.0,258.0,1076.0,70.0,12.0,82.0,106.0,10.0,87.0,19.0,29.3,4309.0,143.97,760.0,257.0,64.0,321.0,22.0,2.0,24.0,33.0,2.0,26.0,3.0,4346.0,164.62,1019.0,492.0,164.0,656.0,36.0,6.0,42.0,43.0,3.0,25.0,5.0,32
Davide Calabria,Milan,Torino v Milan,ITA - Serie A,RWB,Full Back,2021/2022,98.58,29.93,26.4,2524,1996-12-06,2022-04-10,Passed,11548.0,117.14,1806.0,799.0,287.0,1086.0,59.0,14.0,73.0,103.0,6.0,96.0,25.0,29.9,4273.0,142.77,665.0,343.0,139.0,482.0,22.0,8.0,30.0,32.0,1.0,28.0,4.0,4253.0,161.1,977.0,395.0,102.0,497.0,31.0,4.0,35.0,42.0,2.0,29.0,7.0,32
David Zima,Torino,Torino v Milan,ITA - Serie A,RCB,Central Defender,2021/2022,63.85,17.71,19.87,34071,2000-11-08,2022-04-10,Passed,7561.0,118.42,1134.0,472.0,235.0,707.0,36.0,11.0,47.0,61.0,4.0,47.0,12.0,30.5,2454.0,138.57,341.0,133.0,30.0,163.0,10.0,2.0,12.0,16.0,0.0,11.0,1.0,2946.0,148.26,588.0,312.0,168.0,480.0,23.0,9.0,32.0,28.0,2.0,15.0,3.0,32
Samuele Ricci,Torino,Torino v Milan,ITA - Serie A,LM,Midfield,2021/2022,98.58,26.4,29.93,27570,2001-08-21,2022-04-10,Passed,11874.0,120.45,1912.0,523.0,250.0,773.0,43.0,10.0,53.0,91.0,6.0,91.0,11.0,30.5,4151.0,157.23,806.0,189.0,88.0,277.0,16.0,2.0,18.0,25.0,1.0,25.0,1.0,4724.0,157.83,972.0,315.0,127.0,442.0,26.0,6.0,32.0,39.0,1.0,30.0,5.0,32
Mergim Vojvoda,Torino,Torino v Milan,ITA - Serie A,LWB,Full Back,2021/2022,84.17,23.35,26.63,14765,1995-02-01,2022-04-10,Passed,10482.0,124.53,1838.0,737.0,287.0,1024.0,57.0,10.0,67.0,98.0,8.0,78.0,19.0,31.3,3658.0,156.66,829.0,286.0,146.0,432.0,22.0,2.0,24.0,26.0,1.0,19.0,2.0,4167.0,156.48,817.0,428.0,120.0,548.0,30.0,7.0,37.0,42.0,3.0,28.0,7.0,32
Armando Izzo,Torino,Torino v Milan,ITA - Serie A,RCB,Central Defender,2021/2022,34.73,8.67,10.07,1037,1992-03-02,2022-04-10,Passed,3551.0,102.25,533.0,189.0,47.0,236.0,21.0,4.0,25.0,36.0,0.0,32.0,6.0,26.2,1173.0,135.29,203.0,80.0,17.0,97.0,7.0,1.0,8.0,8.0,0.0,8.0,0.0,1413.0,140.32,242.0,106.0,20.0,126.0,10.0,2.0,12.0,15.0,0.0,9.0,2.0,32
Alessandro Buongiorno,Torino,Torino v Milan,ITA - Serie A,LWB,Full Back,2021/2022,14.42,3.05,3.28,19942,1999-06-06,2022-04-10,Passed,1459.0,101.18,241.0,97.0,71.0,168.0,9.0,2.0,11.0,18.0,1.0,15.0,2.0,29.3,487.0,159.67,114.0,37.0,0.0,37.0,2.0,1.0,3.0,5.0,0.0,4.0,1.0,550.0,167.68,101.0,60.0,35.0,95.0,6.0,1.0,7.0,6.0,0.0,5.0,1.0,32
Matteo Gabbia,Milan,Torino v Milan,ITA - Serie A,LCB,Central Defender,2021/2022,11.98,2.88,2.18,24046,1999-10-21,2022-04-10,Passed,1080.0,90.15,161.0,71.0,22.0,93.0,7.0,1.0,8.0,13.0,0.0,10.0,3.0,26.4,350.0,121.53,33.0,20.0,3.0,23.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,431.0,197.71,97.0,51.0,14.0,65.0,4.0,1.0,5.0,6.0,0.0,2.0,1.0,32
Pietro Pellegri,Torino,Torino v Milan,ITA - Serie A,CF,Forward,2021/2022,22.47,5.43,6.57,12201,2001-03-17,2022-04-10,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Demba Seck,Torino,Torino v Milan,ITA - Serie A,RM,Midfield,2021/2022,14.42,3.05,3.28,33380,2001-02-10,2022-04-10,Passed,1440.0,99.86,159.0,108.0,75.0,183.0,9.0,2.0,11.0,15.0,1.0,12.0,0.0,30.8,520.0,170.49,89.0,82.0,24.0,106.0,6.0,1.0,7.0,4.0,0.0,2.0,0.0,498.0,151.83,50.0,25.0,30.0,55.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,32
Rade Krunic,Milan,Torino v Milan,ITA - Serie A,RM,Midfield,2021/2022,16.65,4.47,3.28,8772,1993-10-07,2022-04-10,Passed,1841.0,110.57,374.0,149.0,66.0,215.0,9.0,1.0,10.0,17.0,0.0,18.0,3.0,28.8,697.0,155.93,145.0,109.0,12.0,121.0,6.0,0.0,6.0,4.0,0.0,6.0,1.0,633.0,192.99,191.0,39.0,41.0,80.0,2.0,0.0,2.0,4.0,0.0,4.0,1.0,32
Junior Messias,Milan,Torino v Milan,ITA - Serie A,RW,Winger,2021/2022,43.77,12.65,10.67,27565,1991-05-13,2022-04-10,Passed,5305.0,121.2,960.0,443.0,204.0,647.0,39.0,13.0,52.0,46.0,8.0,37.0,22.0,29.7,1873.0,148.06,373.0,203.0,76.0,279.0,20.0,4.0,24.0,17.0,1.0,11.0,4.0,1838.0,172.26,454.0,225.0,107.0,332.0,15.0,7.0,22.0,14.0,4.0,10.0,5.0,32
Ola Aina,Torino,Torino v Milan,ITA - Serie A,RWB,Full Back,2021/2022,34.73,8.67,10.07,11781,1996-10-08,2022-04-10,Passed,3618.0,104.18,610.0,165.0,129.0,294.0,14.0,5.0,19.0,38.0,2.0,31.0,5.0,31.3,1253.0,144.52,261.0,98.0,50.0,148.0,6.0,3.0,9.0,10.0,1.0,6.0,1.0,1413.0,140.32,292.0,67.0,60.0,127.0,6.0,2.0,8.0,14.0,0.0,12.0,2.0,32
Joel Chukwuma Obi,Sportiva Salernitana,Roma v Sportiva Salernitana,ITA - Serie A,LWB,Full Back,2021/2022,69.25,16.29,26.2,5118,1991-05-22,2022-04-10,Passed,7955.0,114.87,1118.0,495.0,225.0,720.0,43.0,9.0,52.0,64.0,9.0,56.0,16.0,30.0,2197.0,134.87,381.0,161.0,65.0,226.0,12.0,3.0,15.0,13.0,2.0,10.0,3.0,3666.0,139.92,644.0,327.0,139.0,466.0,28.0,6.0,34.0,30.0,3.0,25.0,6.0,32
Bryan Cristante,Roma,Roma v Sportiva Salernitana,ITA - Serie A,RM,Midfield,2021/2022,78.33,28.91,18.84,1537,1995-03-03,2022-04-10,Passed,9685.0,123.64,1356.0,340.0,76.0,416.0,25.0,3.0,28.0,61.0,3.0,59.0,9.0,26.9,4204.0,145.42,600.0,87.0,0.0,87.0,6.0,0.0,6.0,25.0,1.0,21.0,2.0,2864.0,152.02,678.0,240.0,64.0,304.0,18.0,2.0,20.0,19.0,1.0,17.0,2.0,32
Franck Ribery,Sportiva Salernitana,Roma v Sportiva Salernitana,ITA - Serie A,CF,Forward,2021/2022,78.97,18.84,28.91,3591,1983-04-07,2022-04-10,Passed,8780.0,111.18,991.0,534.0,238.0,772.0,42.0,14.0,56.0,75.0,5.0,67.0,14.0,30.4,2540.0,134.82,376.0,218.0,122.0,340.0,17.0,7.0,24.0,22.0,1.0,14.0,2.0,3846.0,133.03,571.0,304.0,100.0,404.0,22.0,5.0,27.0,29.0,1.0,29.0,6.0,32
Chris Smalling,Roma,Roma v Sportiva Salernitana,ITA - Serie A,CB,Central Defender,2021/2022,98.67,35.4,23.02,1806,1989-11-22,2022-04-10,Passed,9500.0,96.28,1031.0,329.0,38.0,367.0,28.0,3.0,31.0,71.0,6.0,66.0,9.0,25.6,3742.0,105.71,344.0,68.0,7.0,75.0,6.0,0.0,6.0,24.0,1.0,23.0,2.0,3006.0,130.58,569.0,226.0,30.0,256.0,19.0,2.0,21.0,30.0,2.0,20.0,1.0,32
